"region","type","ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Pinto-Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Grasshopper Polychrome","Grasshopper Ware"
"Central Arizona Highlands","Cibecue Polychrome","Mogollon Brown Ware"
"Central Arizona Highlands","Kinishba Polychrome","Kinishba Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Grasshopper Polychrome","Grasshopper Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Pinto-Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Grasshopper Polychrome","Grasshopper Ware"
"Central Arizona Highlands","Reserve/Tularosa Black-on-white","Cibola White Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Grasshopper Polychrome","Grasshopper Ware"
"Central Arizona Highlands","Snowflake Black-on-white","Cibola White Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Grasshopper Polychrome","Grasshopper Ware"
"Central Arizona Highlands","Cibecue Polychrome","Mogollon Brown Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Central Arizona Highlands","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Showlow Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola Black-on-white, Undifferentiated","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Polychrome","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Zuni","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","Reserve Black-on-white","Cibola White Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Socorro Black-on-white","Rio Grande White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Polychrome","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Zuni","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Pinnawa Red-on-white","Zuni Glaze Ware"
"Zuni","Matsaki Brown-on-buff","Matsaki Buff Ware"
"Zuni","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Zuni Black Ware","Zuni Black Ware"
"Zuni","Ashiwi Polychrome","Zuni Matte-Paint Ware"
"Zuni","Matsaki Buff Ware type, Undifferentiated","Matsaki Buff Ware"
"Zuni","Zuni Polychrome","Zuni Matte-Paint Ware"
"Zuni","Historic Zuni type, Undifferentiated","Zuni Matte-Paint Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Reserve Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Reserve Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Reserve Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Red Mesa Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Socorro Black-on-white","Rio Grande White Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Red Mesa Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","St. Johns Black-on-red or Polychrome","Early White Mountain Red Ware"
"Zuni","Heshotauthla Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Puerco West","Woodruff Red","Puerco Valley Brown Ware"
"Puerco West","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","Red Mesa Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kia-ko Black-on-white","Hopi White Ware"
"Puerco West","Chaco Black-on-white","Cibola White Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","St. Johns Polychrome","Early White Mountain Red Ware"
"Puerco West","Navajo Polychrome","Navajo Painted Ware"
"Puerco West","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","Quemado Gray Ware, Undifferentiated","Quemado Gray Ware (Navajo Utility)"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kia-ko Black-on-white","Hopi White Ware"
"Puerco West","Kowina Black-on-red","Early White Mountain Red Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","St. Johns Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","St. Johns Polychrome","Early White Mountain Red Ware"
"Puerco West","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Puerco West","Kiatuthlanna Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Cebolleta Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Klagetoh Black-on-yellow","Kintiel-Klagetoh Ware"
"Puerco West","Holbrook Black-on-white","Little Colorado White Ware"
"Puerco West","Puerco Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Klagetoh Polychrome","Kintiel-Klagetoh Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","Red Mesa Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-yellow","Kintiel-Klagetoh Ware"
"Puerco West","Puerco Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Klagetoh Polychrome","Kintiel-Klagetoh Ware"
"Puerco West","Woodruff Red","Puerco Valley Brown Ware"
"Puerco West","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","White Mound Black-on-white","Cibola White Ware"
"Puerco West","Kiatuthlanna Black-on-white","Cibola White Ware"
"Puerco West","Red Mesa Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Wingate Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Klagetoh Polychrome","Kintiel-Klagetoh Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","White Mound Black-on-white","Cibola White Ware"
"Puerco West","Red Mesa Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Cebolleta Black-on-white","Cibola White Ware"
"Puerco West","Tularosa Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Klagetoh Black-on-yellow","Kintiel-Klagetoh Ware"
"Puerco West","Escavada Black-on-white","Cibola White Ware"
"Puerco West","Black Mesa Black-on-white","Tusayan White Ware"
"Puerco West","Puerco Black-on-red","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","Wingate Polychrome","Early White Mountain Red Ware"
"Puerco West","St. Johns Polychrome","Early White Mountain Red Ware"
"Puerco West","Klagetoh Polychrome","Kintiel-Klagetoh Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Homolovi Polychrome","Winslow Orange Ware"
"Puerco West","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Puerco West","Tusayan Corrugated","Tusayan Gray Ware"
"Puerco West","Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware"
"Puerco West","Red Mesa Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-white","Cibola White Ware"
"Puerco West","Tularosa Black-on-white","Cibola White Ware"
"Puerco West","Klagetoh Black-on-white","Cibola White Ware"
"Puerco West","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Puerco West","Klagetoh Black-on-yellow","Kintiel-Klagetoh Ware"
"Puerco West","Holbrook Black-on-white","Little Colorado White Ware"
"Puerco West","Escavada Black-on-white","Cibola White Ware"
"Puerco West","Puerco Black-on-red","Early White Mountain Red Ware"
